filepath,category
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer046.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer047.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer048.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer049.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer050.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer051.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer052.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer053.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer054.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer055.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer056.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer057.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer058.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer059.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer060.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer061.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer062.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer063.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer064.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer065.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer066.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer067.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer068.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer069.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer070.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer071.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer072.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer073.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer074.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer075.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer076.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer077.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer078.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer079.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer080.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer081.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer082.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer083.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer084.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer085.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer086.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer087.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer088.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer089.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer090.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer091.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer092.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer093.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer094.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer095.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer096.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer097.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer098.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer099.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer100.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer101.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer102.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer103.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer104.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer105.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer106.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer107.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer108.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer109.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer110.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer111.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer112.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer113.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer114.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer115.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer116.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer117.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer118.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer119.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer120.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer121.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer122.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer123.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer124.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer125.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer126.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer127.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer128.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer129.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer130.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer131.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer132.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer133.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer134.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer135.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer136.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer137.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer138.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer139.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer140.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer141.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer142.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer143.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer144.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer145.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer146.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer147.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer148.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer149.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer150.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer151.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer152.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer153.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer154.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer155.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer156.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer157.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer158.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer159.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer160.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer161.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer162.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer163.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer164.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer165.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer166.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer167.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer168.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer169.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer170.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer171.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer172.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer173.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer174.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer175.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer176.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer177.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer178.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer179.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer180.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer181.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer182.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer183.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer184.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer185.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer186.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer187.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer188.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer189.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer190.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer191.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer192.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer193.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer194.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer195.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer196.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer197.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer198.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer199.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer200.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer201.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer202.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer203.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer204.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer205.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer206.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer207.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer208.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer209.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer210.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer211.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer212.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer213.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer214.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer215.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer216.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer217.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer218.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer219.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer220.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer221.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer222.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer223.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer224.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer225.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer226.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer227.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer228.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer229.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer230.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer231.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer232.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer233.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer234.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer235.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer236.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer237.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer238.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer239.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer240.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer241.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer242.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer243.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer244.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer245.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer246.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer247.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer248.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer249.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer250.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer251.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer252.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer253.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer254.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer255.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer256.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer257.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer258.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer259.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer260.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer261.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer262.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer263.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer264.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer265.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer266.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer267.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer268.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer269.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer270.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer271.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer272.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer273.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer274.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer275.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer276.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer277.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer278.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer279.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer280.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer281.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer282.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer283.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer284.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer285.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer286.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer287.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer288.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer289.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer290.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer291.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer292.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer293.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer294.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer295.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer296.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer297.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer298.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer299.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer300.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer301.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer302.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer303.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer304.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer305.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer306.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer307.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer308.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer309.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer310.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer311.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer312.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer313.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer314.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer315.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer316.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer317.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer318.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer319.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer320.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer321.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer322.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer323.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer324.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer325.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer326.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer327.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer328.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer329.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer330.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer331.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer332.jpg,Blazer
/content/stylemind-colab-prep/data/processed_dataset/Blazer/blazer333.jpg,Blazer
